"BehaviorSpace results (NetLogo 6.1.1)"
"YBC_Continuous_Breeding_20210422_agerepro.nlogo"
"single_run_continuous_breeding"
"04/22/2021 10:43:12:247 +0200"
"min-pxcor","max-pxcor","min-pycor","max-pycor"
"-16","16","-16","16"
"[run number]","within-group.contact","infection-length","group-size","rnot","age-repro","virulence","immunity-barrier","clan-number","between-group.contact","survival","fertility","frequency_transmission","fission","[step]","abundance","sealed","open","protected","nonprot","locked","count hyenas with [disease = ""infected""]","count hyenas with [disease = ""infected"" AND age > age-repro]","count hyenas with [disease = ""infected"" AND age <= age-repro]","count hyenas with [disease = ""recovered"" AND age > age-repro]","count hyenas with [disease = ""recovered"" AND age <= age-repro]","count hyenas with [disease = ""susceptible"" AND age > age-repro]","count hyenas with [disease = ""susceptible"" AND age <= age-repro]"
"2","0.1","10","50","10","104","0.1","52","20","0.01","0.9","0.05","true","false","118","1000","20","0","18.838114495351334","0","0.061444964081916645","0","0","0","278","47","0","675"
"1","0.1","10","50","10","104","0.1","1","20","0.01","0.9","0.05","true","false","135","822","20","0","5.953810116314289","0","0.739327353367049","74","0","74","338","268","0","142"
"2","0.1","10","50","10","104","0.1","52","20","0.01","0.9","0.05","true","false","119","1005","20","0","19.00689802949865","0","0.052727346729163405","0","0","0","282","43","0","680"
"1","0.1","10","50","10","104","0.1","1","20","0.01","0.9","0.05","true","false","136","833","20","0","5.792005826263399","0","0.7473660763551827","81","0","81","341","269","0","142"
"1","0.1","10","50","10","104","0.1","1","20","0.01","0.9","0.05","true","false","137","839","20","0","5.5927620111376815","0","0.757730203260875","88","0","88","342","272","0","137"
"2","0.1","10","50","10","104","0.1","52","20","0.01","0.9","0.05","true","false","120","1010","20","0","19.1078040225099","0","0.04724616621096293","0","0","0","288","37","0","685"
"1","0.1","10","50","10","104","0.1","1","20","0.01","0.9","0.05","true","false","138","841","20","0","5.353696364754359","0","0.7702016919253258","88","0","88","343","277","0","133"
"2","0.1","10","50","10","104","0.1","52","20","0.01","0.9","0.05","true","false","121","1019","20","0","19.20409956995323","0","0.04215732981288672","0","0","0","292","33","0","694"
"2","0.1","10","50","10","104","0.1","52","20","0.01","0.9","0.05","true","false","122","1024","20","0","19.26401532986899","0","0.03890709999719492","0","0","0","294","30","0","700"
"1","0.1","10","50","10","104","0.1","1","20","0.01","0.9","0.05","true","false","139","833","20","0","4.894650203552129","0","0.7937775744186598","90","0","90","346","278","0","119"
"1","0.1","10","50","10","104","0.1","1","20","0.01","0.9","0.05","true","false","140","845","20","0","5.100714469214902","0","0.7846531552601879","92","0","92","348","277","0","128"
"2","0.1","10","50","10","104","0.1","52","20","0.01","0.9","0.05","true","false","123","1028","20","0","19.349643815497473","0","0.03446316422498604","0","0","0","296","28","0","704"
"1","0.1","10","50","10","104","0.1","1","20","0.01","0.9","0.05","true","false","141","840","20","0","4.81173909534183","0","0.798645702995918","90","0","90","345","284","0","121"
"2","0.1","10","50","10","104","0.1","52","20","0.01","0.9","0.05","true","false","124","1030","20","0","19.378402444256103","0","0.032803035998444155","0","0","0","298","25","0","707"
"1","0.1","10","50","10","104","0.1","1","20","0.01","0.9","0.05","true","false","142","842","20","0","4.350107853096983","0","0.8224268924949467","93","0","93","346","289","0","114"
"2","0.1","10","50","10","104","0.1","52","20","0.01","0.9","0.05","true","false","125","1031","19","0","18.406973872827532","0","0.03293837700899541","0","0","0","299","24","0","708"
"1","0.1","10","50","10","104","0.1","1","20","0.01","0.9","0.05","true","false","143","847","20","0","4.322463914533669","0","0.8249981488980639","93","0","93","345","293","0","116"
"2","0.1","10","50","10","104","0.1","52","20","0.01","0.9","0.05","true","false","126","1033","18","0","17.48868716506714","0","0.03023617844121422","0","0","0","299","23","1","710"
"1","0.1","10","50","10","104","0.1","1","20","0.01","0.9","0.05","true","false","144","845","20","0","3.5466034156472146","0","0.8639197366625424","106","0","106","345","298","0","96"
"2","0.1","10","50","10","104","0.1","52","20","0.01","0.9","0.05","true","false","127","1033","16","0","15.535810810810812","0","0.030901585476900216","0","0","0","302","20","2","709"
"1","0.1","10","50","10","104","0.1","1","20","0.01","0.9","0.05","true","false","145","845","20","0","3.5392930649384073","0","0.8662313335862072","102","0","102","347","300","0","96"
"2","0.1","10","50","10","104","0.1","52","20","0.01","0.9","0.05","true","false","128","1035","12","0","11.564260312944525","0","0.038886772711031393","0","0","0","304","18","5","708"
"1","0.1","10","50","10","104","0.1","1","20","0.01","0.9","0.05","true","false","146","843","20","0","3.4061751357858143","0","0.8730028098900198","98","0","98","348","305","0","92"
"1","0.1","10","50","10","104","0.1","1","20","0.01","0.9","0.05","true","false","147","843","20","0","3.3454945865393606","0","0.876375411167533","97","0","97","352","304","0","90"
"2","0.1","10","50","10","104","0.1","52","20","0.01","0.9","0.05","true","false","129","1037","12","0","11.564260312944523","0","0.03955220498054233","0","0","0","304","17","8","708"
"1","0.1","10","50","10","104","0.1","1","20","0.01","0.9","0.05","true","false","148","850","20","0","3.212413755263527","0","0.8831980827952004","101","0","101","356","305","0","88"
"2","0.1","10","50","10","104","0.1","52","20","0.01","0.9","0.05","true","false","130","1036","11","0","10.564260312944525","0","0.04320835382145626","0","0","0","304","17","8","707"
"1","0.1","10","50","10","104","0.1","1","20","0.01","0.9","0.05","true","false","149","841","20","0","3.1871263238330725","0","0.8848035879481065","94","0","94","356","307","0","84"
"2","0.1","10","50","10","104","0.1","52","20","0.01","0.9","0.05","true","false","131","1035","10","0","9.564260312944523","0","0.04789480408769328","0","0","0","303","17","9","706"
"1","0.1","10","50","10","104","0.1","1","20","0.01","0.9","0.05","true","false","150","839","20","0","2.9749239655661857","0","0.8954939811190961","93","0","93","357","309","0","80"
"2","0.1","10","50","10","104","0.1","52","20","0.01","0.9","0.05","true","false","132","1035","7","0","6.6737179487179485","0","0.053453836481392084","0","0","0","301","17","11","706"
"1","0.1","10","50","10","104","0.1","1","20","0.01","0.9","0.05","true","false","151","846","20","0","3.447380236338965","0","0.8724056872390067","83","0","83","358","314","0","91"
"2","0.1","10","50","10","104","0.1","52","20","0.01","0.9","0.05","true","false","133","1034","4","0","3.725","0","0.08211345912034802","0","0","0","301","17","18","698"
"1","0.1","10","50","10","104","0.1","1","20","0.01","0.9","0.05","true","false","152","852","20","0","3.567694513970011","0","0.8652355586634497","84","0","84","359","318","0","91"
"2","0.1","10","50","10","104","0.1","52","20","0.01","0.9","0.05","true","false","134","1031","3","0","2.725","0","0.11903781970678268","0","0","0","297","16","23","695"
"1","0.1","10","50","10","104","0.1","1","20","0.01","0.9","0.05","true","false","153","853","20","0","3.598910679403935","0","0.8633162439629757","84","0","84","363","315","0","91"
"2","0.1","10","50","10","104","0.1","52","20","0.01","0.9","0.05","true","false","135","1032","2","0","2","0","0.05951890985339134","0","0","0","297","16","30","689"
"1","0.1","10","50","10","104","0.1","1","20","0.01","0.9","0.05","true","false","154","853","20","0","3.9043932168118496","0","0.8479461513575564","67","0","67","365","327","0","94"
"2","0.1","10","50","10","104","0.1","52","20","0.01","0.9","0.05","true","false","136","1039","1","0","1","0","0.05951890985339134","0","0","0","296","16","34","693"
"1","0.1","10","50","10","104","0.1","1","20","0.01","0.9","0.05","true","false","155","853","20","0","4.25639141561654","0","0.8295777367870508","57","0","57","368","327","0","101"
"2","0.1","10","50","10","104","0.1","52","20","0.01","0.9","0.05","true","false","137","1040","0","0","0","0","0.05951890985339134","0","0","0","299","13","36","692"
"1","0.1","10","50","10","104","0.1","1","20","0.01","0.9","0.05","true","false","156","860","20","0","4.578573960152907","0","0.8125501888317072","53","0","53","371","326","0","110"
"2","0.1","10","50","10","104","0.1","52","20","0.01","0.9","0.05","true","false","138","1044","0","0","0","0","0.05951890985339134","0","0","0","299","13","42","690"
"1","0.1","10","50","10","104","0.1","1","20","0.01","0.9","0.05","true","false","157","875","20","0","5.061020946260102","0","0.7875764621285801","49","0","49","373","327","0","126"
"2","0.1","10","50","10","104","0.1","52","20","0.01","0.9","0.05","true","false","139","1043","0","0","0","0","0.05951890985339134","0","0","0","298","13","46","686"
"1","0.1","10","50","10","104","0.1","1","20","0.01","0.9","0.05","true","false","158","880","20","0","5.115425141027502","0","0.783607566055054","48","0","48","375","330","0","127"
"2","0.1","10","50","10","104","0.1","52","20","0.01","0.9","0.05","true","false","140","1039","0","0","0","0","0.05951890985339134","0","0","0","297","13","53","676"
"1","0.1","10","50","10","104","0.1","1","20","0.01","0.9","0.05","true","false","159","893","20","0","5.334536814167125","0","0.7724535375943965","50","0","50","374","333","0","136"
"2","0.1","10","50","10","104","0.1","52","20","0.01","0.9","0.05","true","false","141","1040","0","0","0","0","0.05951890985339134","0","0","0","297","13","57","673"
"1","0.1","10","50","10","104","0.1","1","20","0.01","0.9","0.05","true","false","160","894","20","0","5.379207790993638","0","0.7696622873300379","50","0","50","377","332","0","135"
"2","0.1","10","50","10","104","0.1","52","20","0.01","0.9","0.05","true","false","142","1041","0","0","0","0","0.05951890985339134","0","0","0","297","12","66","666"
"1","0.1","10","50","10","104","0.1","1","20","0.01","0.9","0.05","true","false","161","905","20","0","5.646342593979401","0","0.7561659846675319","49","0","49","382","330","0","144"
"2","0.1","10","50","10","104","0.1","52","20","0.01","0.9","0.05","true","false","143","1046","0","0","0","0","0.05951890985339134","0","0","0","298","11","71","666"
"1","0.1","10","50","10","104","0.1","1","20","0.01","0.9","0.05","true","false","162","916","20","0","5.82270618063926","0","0.7466729902014138","52","0","52","383","329","0","152"
"1","0.1","10","50","10","104","0.1","1","20","0.01","0.9","0.05","true","false","163","917","20","0","5.8106935937662545","0","0.746798969821758","50","0","50","386","330","0","151"
"2","0.1","10","50","10","104","0.1","52","20","0.01","0.9","0.05","true","false","144","1049","0","0","0","0","0.05951890985339134","0","0","0","299","10","76","664"
"2","0.1","10","50","10","104","0.1","52","20","0.01","0.9","0.05","true","false","145","1049","0","0","0","0","0.05951890985339134","0","0","0","298","9","82","660"
"1","0.1","10","50","10","104","0.1","1","20","0.01","0.9","0.05","true","false","164","926","20","0","5.986194891821659","0","0.738030203900005","51","0","51","387","331","0","157"
"2","0.1","10","50","10","104","0.1","52","20","0.01","0.9","0.05","true","false","146","1049","0","0","0","0","0.05951890985339134","0","0","0","299","8","88","654"
"1","0.1","10","50","10","104","0.1","1","20","0.01","0.9","0.05","true","false","165","926","20","0","6.040951970560464","0","0.7348539116669771","47","0","47","389","331","0","159"
"2","0.1","10","50","10","104","0.1","52","20","0.01","0.9","0.05","true","false","147","1047","0","0","0","0","0.05951890985339134","0","0","0","297","8","95","647"
"1","0.1","10","50","10","104","0.1","1","20","0.01","0.9","0.05","true","false","166","932","20","0","5.954436213357058","0","0.7390208849154961","53","0","53","391","331","0","157"
"2","0.1","10","50","10","104","0.1","52","20","0.01","0.9","0.05","true","false","148","1047","0","0","0","0","0.05951890985339134","0","0","0","296","7","96","648"
"1","0.1","10","50","10","104","0.1","1","20","0.01","0.9","0.05","true","false","167","941","20","0","6.193656156755126","0","0.7272682364080186","53","0","53","392","330","0","166"
"2","0.1","10","50","10","104","0.1","52","20","0.01","0.9","0.05","true","false","149","1044","0","0","0","0","0.05951890985339134","0","0","0","295","7","101","641"
"1","0.1","10","50","10","104","0.1","1","20","0.01","0.9","0.05","true","false","168","938","20","0","5.915129041538942","0","0.7406069597434539","57","0","57","392","331","0","158"
"2","0.1","10","50","10","104","0.1","52","20","0.01","0.9","0.05","true","false","150","1044","0","0","0","0","0.05951890985339134","0","0","0","294","7","110","633"
"1","0.1","10","50","10","104","0.1","1","20","0.01","0.9","0.05","true","false","169","938","20","0","5.801700326822685","0","0.7469453316460384","59","0","59","395","329","0","155"
"2","0.1","10","50","10","104","0.1","52","20","0.01","0.9","0.05","true","false","151","1047","0","0","0","0","0.05951890985339134","0","0","0","294","7","118","628"
"1","0.1","10","50","10","104","0.1","1","20","0.01","0.9","0.05","true","false","170","939","20","0","5.834973364746898","0","0.7455985983449571","61","0","61","402","321","0","155"
"1","0.1","10","50","10","104","0.1","1","20","0.01","0.9","0.05","true","false","171","952","20","0","6.24437263357658","0","0.725061298238419","57","0","57","406","318","0","171"
"2","0.1","10","50","10","104","0.1","52","20","0.01","0.9","0.05","true","false","152","1051","0","0","0","0","0.05951890985339134","0","0","0","294","7","121","629"
"1","0.1","10","50","10","104","0.1","1","20","0.01","0.9","0.05","true","false","172","962","20","0","6.349088314149494","0","0.7187986492044462","62","0","62","409","315","0","176"
"2","0.1","10","50","10","104","0.1","52","20","0.01","0.9","0.05","true","false","153","1058","0","0","0","0","0.05951890985339134","0","0","0","294","6","127","631"
"1","0.1","10","50","10","104","0.1","1","20","0.01","0.9","0.05","true","false","173","969","20","0","6.405358626457613","0","0.7156720011373416","65","0","65","412","312","0","180"
"2","0.1","10","50","10","104","0.1","52","20","0.01","0.9","0.05","true","false","154","1054","0","0","0","0","0.05951890985339134","0","0","0","295","5","130","624"
"1","0.1","10","50","10","104","0.1","1","20","0.01","0.9","0.05","true","false","174","968","20","0","6.326792131057438","0","0.7194439935039953","61","0","61","417","313","0","177"
"2","0.1","10","50","10","104","0.1","52","20","0.01","0.9","0.05","true","false","155","1055","0","0","0","0","0.05951890985339134","0","0","0","295","4","137","619"
"1","0.1","10","50","10","104","0.1","1","20","0.01","0.9","0.05","true","false","175","966","20","0","6.249984191880925","0","0.7234729900811536","62","0","62","421","310","0","173"
"2","0.1","10","50","10","104","0.1","52","20","0.01","0.9","0.05","true","false","156","1059","0","0","0","0","0.05951890985339134","0","0","0","295","3","144","617"
"2","0.1","10","50","10","104","0.1","52","20","0.01","0.9","0.05","true","false","157","1061","0","0","0","0","0.05951890985339134","0","0","0","297","1","147","616"
"1","0.1","10","50","10","104","0.1","1","20","0.01","0.9","0.05","true","false","176","962","20","0","5.8747150715785565","0","0.74243789592513","68","0","68","423","310","0","161"
"2","0.1","10","50","10","104","0.1","52","20","0.01","0.9","0.05","true","false","158","1061","0","0","0","0","0.05951890985339134","0","0","0","295","1","155","610"
"1","0.1","10","50","10","104","0.1","1","20","0.01","0.9","0.05","true","false","177","967","20","0","6.070517718116922","0","0.7335960088904104","67","0","67","424","311","0","165"
"2","0.1","10","50","10","104","0.1","52","20","0.01","0.9","0.05","true","false","159","1062","0","0","0","0","0.05951890985339134","0","0","0","294","1","159","608"
"1","0.1","10","50","10","104","0.1","1","20","0.01","0.9","0.05","true","false","178","962","20","0","5.993321707786874","0","0.7370137150551768","61","0","61","424","316","0","161"
"2","0.1","10","50","10","104","0.1","52","20","0.01","0.9","0.05","true","false","160","1062","0","0","0","0","0.05951890985339134","0","0","0","295","0","164","603"
"1","0.1","10","50","10","104","0.1","1","20","0.01","0.9","0.05","true","false","179","968","20","0","6.2480166655721625","0","0.7244498524741507","59","0","59","429","312","0","168"
"2","0.1","10","50","10","104","0.1","52","20","0.01","0.9","0.05","true","false","161","1059","0","0","0","0","0.05951890985339134","0","0","0","295","0","167","597"
"1","0.1","10","50","10","104","0.1","1","20","0.01","0.9","0.05","true","false","180","964","20","0","5.777523494166806","0","0.7473463179153674","69","0","69","432","311","0","152"
"2","0.1","10","50","10","104","0.1","52","20","0.01","0.9","0.05","true","false","162","1061","0","0","0","0","0.05951890985339134","0","0","0","294","0","171","596"
"1","0.1","10","50","10","104","0.1","1","20","0.01","0.9","0.05","true","false","181","958","20","0","5.743703451246494","0","0.7501821433334438","68","0","68","432","309","0","149"
"2","0.1","10","50","10","104","0.1","52","20","0.01","0.9","0.05","true","false","163","1063","0","0","0","0","0.05951890985339134","0","0","0","293","0","174","596"
"1","0.1","10","50","10","104","0.1","1","20","0.01","0.9","0.05","true","false","182","954","20","0","5.697844208671933","0","0.7526168967330755","67","0","67","433","309","0","145"
"2","0.1","10","50","10","104","0.1","52","20","0.01","0.9","0.05","true","false","164","1061","0","0","0","0","0.05951890985339134","0","0","0","292","0","181","588"
"1","0.1","10","50","10","104","0.1","1","20","0.01","0.9","0.05","true","false","183","952","20","0","5.558397197921188","0","0.7597109849405945","67","0","67","436","309","0","140"
"2","0.1","10","50","10","104","0.1","52","20","0.01","0.9","0.05","true","false","165","1061","0","0","0","0","0.05951890985339134","0","0","0","292","0","185","584"
"1","0.1","10","50","10","104","0.1","1","20","0.01","0.9","0.05","true","false","184","947","20","0","5.439865120061843","0","0.7659922932439376","63","0","63","444","304","0","136"
"2","0.1","10","50","10","104","0.1","52","20","0.01","0.9","0.05","true","false","166","1059","0","0","0","0","0.05951890985339134","0","0","0","292","0","193","574"
"1","0.1","10","50","10","104","0.1","1","20","0.01","0.9","0.05","true","false","185","953","20","0","5.241011939595389","0","0.7762490176824274","71","0","71","447","301","0","134"
"2","0.1","10","50","10","104","0.1","52","20","0.01","0.9","0.05","true","false","167","1058","0","0","0","0","0.05951890985339134","0","0","0","291","0","199","568"
"1","0.1","10","50","10","104","0.1","1","20","0.01","0.9","0.05","true","false","186","960","20","0","5.276928819556257","0","0.7749660099063085","72","0","72","449","302","0","137"
"2","0.1","10","50","10","104","0.1","52","20","0.01","0.9","0.05","true","false","168","1060","0","0","0","0","0.05951890985339134","0","0","0","290","0","202","568"
"1","0.1","10","50","10","104","0.1","1","20","0.01","0.9","0.05","true","false","187","965","20","0","5.323584913476218","0","0.7725690548215044","76","0","76","451","301","0","137"
"2","0.1","10","50","10","104","0.1","52","20","0.01","0.9","0.05","true","false","169","1061","0","0","0","0","0.05951890985339134","0","0","0","289","0","209","563"
"1","0.1","10","50","10","104","0.1","1","20","0.01","0.9","0.05","true","false","188","962","20","0","5.15403607609005","0","0.7809266489365727","74","0","74","457","300","0","131"
"2","0.1","10","50","10","104","0.1","52","20","0.01","0.9","0.05","true","false","170","1059","0","0","0","0","0.05951890985339134","0","0","0","287","0","215","557"
"1","0.1","10","50","10","104","0.1","1","20","0.01","0.9","0.05","true","false","189","968","20","0","5.321717913936805","0","0.7729604367499885","72","0","72","467","291","0","138"
"2","0.1","10","50","10","104","0.1","52","20","0.01","0.9","0.05","true","false","171","1059","0","0","0","0","0.05951890985339134","0","0","0","285","0","223","551"
"1","0.1","10","50","10","104","0.1","1","20","0.01","0.9","0.05","true","false","190","969","20","0","5.071147336119285","0","0.7850906550315352","75","0","75","465","298","0","131"
"2","0.1","10","50","10","104","0.1","52","20","0.01","0.9","0.05","true","false","172","1063","0","0","0","0","0.05951890985339134","0","0","0","283","0","231","549"
"1","0.1","10","50","10","104","0.1","1","20","0.01","0.9","0.05","true","false","191","973","20","0","4.936610504826397","0","0.7924240075102569","80","0","80","470","296","0","127"
"2","0.1","10","50","10","104","0.1","52","20","0.01","0.9","0.05","true","false","173","1065","0","0","0","0","0.05951890985339134","0","0","0","283","0","238","544"
"1","0.1","10","50","10","104","0.1","1","20","0.01","0.9","0.05","true","false","192","979","20","0","5.020943939313504","0","0.7885740034098376","81","0","81","478","290","0","130"
"2","0.1","10","50","10","104","0.1","52","20","0.01","0.9","0.05","true","false","174","1064","0","0","0","0","0.05951890985339134","0","0","0","280","0","244","540"
"1","0.1","10","50","10","104","0.1","1","20","0.01","0.9","0.05","true","false","193","980","20","0","5.029369493428053","0","0.7879602254990893","79","0","79","480","291","0","130"
"2","0.1","10","50","10","104","0.1","52","20","0.01","0.9","0.05","true","false","175","1063","0","0","0","0","0.05951890985339134","0","0","0","279","0","260","524"
"1","0.1","10","50","10","104","0.1","1","20","0.01","0.9","0.05","true","false","194","979","20","0","5.265859114452686","0","0.7761050555523201","74","0","74","477","292","0","136"
"2","0.1","10","50","10","104","0.1","52","20","0.01","0.9","0.05","true","false","176","1063","0","0","0","0","0.05951890985339134","0","0","0","279","0","266","518"
"1","0.1","10","50","10","104","0.1","1","20","0.01","0.9","0.05","true","false","195","985","20","0","5.25088266593966","0","0.7762611194806329","74","0","74","479","296","0","136"
"2","0.1","10","50","10","104","0.1","52","20","0.01","0.9","0.05","true","false","177","1065","0","0","0","0","0.05951890985339134","0","0","0","278","0","272","515"
"1","0.1","10","50","10","104","0.1","1","20","0.01","0.9","0.05","true","false","196","989","20","0","5.283812753606373","0","0.774622418293713","75","0","75","487","289","0","138"
"2","0.1","10","50","10","104","0.1","52","20","0.01","0.9","0.05","true","false","178","1061","0","0","0","0","0.05951890985339134","0","0","0","275","0","284","502"
"1","0.1","10","50","10","104","0.1","1","20","0.01","0.9","0.05","true","false","197","990","20","0","5.304488830596776","0","0.7735066793848467","69","0","69","489","294","0","138"
"2","0.1","10","50","10","104","0.1","52","20","0.01","0.9","0.05","true","false","179","1060","0","0","0","0","0.05951890985339134","0","0","0","275","0","288","497"
"1","0.1","10","50","10","104","0.1","1","20","0.01","0.9","0.05","true","false","198","998","20","0","5.51169837582401","0","0.7630904151780415","66","0","66","490","298","0","144"
"2","0.1","10","50","10","104","0.1","52","20","0.01","0.9","0.05","true","false","180","1063","0","0","0","0","0.05951890985339134","0","0","0","275","0","301","487"
"1","0.1","10","50","10","104","0.1","1","20","0.01","0.9","0.05","true","false","199","1000","20","0","5.395601629034308","0","0.7683744393071866","70","0","70","491","298","0","141"
"2","0.1","10","50","10","104","0.1","52","20","0.01","0.9","0.05","true","false","181","1064","0","0","0","0","0.05951890985339134","0","0","0","274","0","304","486"
"1","0.1","10","50","10","104","0.1","1","20","0.01","0.9","0.05","true","false","200","999","20","0","5.284684799665618","0","0.7741844819820783","67","0","67","491","304","0","137"
"2","0.1","10","50","10","104","0.1","52","20","0.01","0.9","0.05","true","false","182","1064","0","0","0","0","0.05951890985339134","0","0","0","273","0","311","480"
"1","0.1","10","50","10","104","0.1","1","20","0.01","0.9","0.05","true","false","201","1000","20","0","5.1655313555659985","0","0.7804326563208039","67","0","67","491","310","0","132"
"2","0.1","10","50","10","104","0.1","52","20","0.01","0.9","0.05","true","false","183","1062","0","0","0","0","0.05951890985339134","0","0","0","273","0","318","471"
"2","0.1","10","50","10","104","0.1","52","20","0.01","0.9","0.05","true","false","184","1062","0","0","0","0","0.05951890985339134","0","0","0","272","0","326","464"
"1","0.1","10","50","10","104","0.1","1","20","0.01","0.9","0.05","true","false","202","1001","20","0","5.100983345037838","0","0.7839724655641485","67","0","67","492","311","0","131"
"2","0.1","10","50","10","104","0.1","52","20","0.01","0.9","0.05","true","false","185","1061","0","0","0","0","0.05951890985339134","0","0","0","271","0","341","449"
"1","0.1","10","50","10","104","0.1","1","20","0.01","0.9","0.05","true","false","203","1004","20","0","5.107743787661928","0","0.7838114338951112","71","0","71","491","311","0","131"
"2","0.1","10","50","10","104","0.1","52","20","0.01","0.9","0.05","true","false","186","1068","0","0","0","0","0.05951890985339134","0","0","0","271","0","346","451"
"1","0.1","10","50","10","104","0.1","1","20","0.01","0.9","0.05","true","false","204","1008","20","0","5.115471229132417","0","0.7834170102381346","72","0","72","494","310","0","132"
"2","0.1","10","50","10","104","0.1","52","20","0.01","0.9","0.05","true","false","187","1070","0","0","0","0","0.05951890985339134","0","0","0","271","0","348","451"
"1","0.1","10","50","10","104","0.1","1","20","0.01","0.9","0.05","true","false","205","1007","20","0","5.027228290178657","0","0.787809436002974","72","0","72","496","311","0","128"
"2","0.1","10","50","10","104","0.1","52","20","0.01","0.9","0.05","true","false","188","1071","0","0","0","0","0.05951890985339134","0","0","0","271","0","357","443"
"1","0.1","10","50","10","104","0.1","1","20","0.01","0.9","0.05","true","false","206","1012","20","0","5.067369706317075","0","0.786021986484295","71","0","71","500","312","0","129"
"2","0.1","10","50","10","104","0.1","52","20","0.01","0.9","0.05","true","false","189","1073","0","0","0","0","0.05951890985339134","0","0","0","271","0","363","439"
"1","0.1","10","50","10","104","0.1","1","20","0.01","0.9","0.05","true","false","207","1013","20","0","4.806782949523423","0","0.7989619518480436","78","0","78","503","309","0","123"
"2","0.1","10","50","10","104","0.1","52","20","0.01","0.9","0.05","true","false","190","1072","0","0","0","0","0.05951890985339134","0","0","0","271","0","363","438"
"1","0.1","10","50","10","104","0.1","1","20","0.01","0.9","0.05","true","false","208","1017","20","0","4.719289233518993","0","0.8039836359164525","81","0","81","507","308","0","121"
"2","0.1","10","50","10","104","0.1","52","20","0.01","0.9","0.05","true","false","191","1073","0","0","0","0","0.05951890985339134","0","0","0","270","0","369","434"
"1","0.1","10","50","10","104","0.1","1","20","0.01","0.9","0.05","true","false","209","1021","20","0","4.700390819936692","0","0.805179640798988","80","0","80","512","308","0","121"
"2","0.1","10","50","10","104","0.1","52","20","0.01","0.9","0.05","true","false","192","1074","0","0","0","0","0.05951890985339134","0","0","0","270","0","380","424"
"1","0.1","10","50","10","104","0.1","1","20","0.01","0.9","0.05","true","false","210","1029","20","0","4.87920934346794","0","0.7962985148665525","74","0","74","518","307","0","130"
"2","0.1","10","50","10","104","0.1","52","20","0.01","0.9","0.05","true","false","193","1077","0","0","0","0","0.05951890985339134","0","0","0","270","0","386","421"
"1","0.1","10","50","10","104","0.1","1","20","0.01","0.9","0.05","true","false","211","1028","20","0","4.860291289717165","0","0.7968003612574696","75","0","75","518","307","0","128"
"2","0.1","10","50","10","104","0.1","52","20","0.01","0.9","0.05","true","false","194","1083","0","0","0","0","0.05951890985339134","0","0","0","270","0","398","415"
"1","0.1","10","50","10","104","0.1","1","20","0.01","0.9","0.05","true","false","212","1031","20","0","4.764770431819994","0","0.8016014964718737","76","0","76","521","308","0","126"
"2","0.1","10","50","10","104","0.1","52","20","0.01","0.9","0.05","true","false","195","1082","0","0","0","0","0.05951890985339134","0","0","0","269","0","404","409"
"1","0.1","10","50","10","104","0.1","1","20","0.01","0.9","0.05","true","false","213","1029","20","0","4.834416652942979","0","0.7983592421764447","70","0","70","523","309","0","127"
"2","0.1","10","50","10","104","0.1","52","20","0.01","0.9","0.05","true","false","196","1082","0","0","0","0","0.05951890985339134","0","0","0","269","0","415","398"
"1","0.1","10","50","10","104","0.1","1","20","0.01","0.9","0.05","true","false","214","1025","20","0","4.612181720056265","0","0.809308876106009","72","0","72","524","308","0","121"
"2","0.1","10","50","10","104","0.1","52","20","0.01","0.9","0.05","true","false","197","1080","0","0","0","0","0.05951890985339134","0","0","0","268","0","420","392"
"1","0.1","10","50","10","104","0.1","1","20","0.01","0.9","0.05","true","false","215","1030","20","0","5.0591490181401095","0","0.7875079928982951","63","0","63","526","310","0","131"
"2","0.1","10","50","10","104","0.1","52","20","0.01","0.9","0.05","true","false","198","1080","0","0","0","0","0.05951890985339134","0","0","0","267","0","426","387"
"1","0.1","10","50","10","104","0.1","1","20","0.01","0.9","0.05","true","false","216","1033","20","0","5.240817061352381","0","0.7773345465772956","61","0","61","528","310","0","134"
"2","0.1","10","50","10","104","0.1","52","20","0.01","0.9","0.05","true","false","199","1078","0","0","0","0","0.05951890985339134","0","0","0","267","0","432","379"
"1","0.1","10","50","10","104","0.1","1","20","0.01","0.9","0.05","true","false","217","1026","20","0","5.156531464562148","0","0.7810401541007573","53","0","53","531","312","0","130"
"2","0.1","10","50","10","104","0.1","52","20","0.01","0.9","0.05","true","false","200","1076","0","0","0","0","0.05951890985339134","0","0","0","267","0","436","373"
"1","0.1","10","50","10","104","0.1","1","20","0.01","0.9","0.05","true","false","218","1024","20","0","5.032022279780742","0","0.7874508937160007","53","0","53","533","312","0","126"
"2","0.1","10","50","10","104","0.1","52","20","0.01","0.9","0.05","true","false","201","1075","0","0","0","0","0.05951890985339134","0","0","0","266","0","444","365"
"1","0.1","10","50","10","104","0.1","1","20","0.01","0.9","0.05","true","false","219","1018","20","0","4.787532499434315","0","0.7999959197140845","52","0","52","537","310","0","119"
"2","0.1","10","50","10","104","0.1","52","20","0.01","0.9","0.05","true","false","202","1077","0","0","0","0","0.05951890985339134","0","0","0","266","0","448","363"
"1","0.1","10","50","10","104","0.1","1","20","0.01","0.9","0.05","true","false","220","1021","20","0","5.137053210945873","0","0.7831471354384106","49","0","49","537","307","0","128"
