"BehaviorSpace results (NetLogo 6.1.1)"
"YBC_Continuous_Breeding_20210413.nlogo"
"single_run_continuous_breeding"
"04/22/2021 10:19:59:008 +0200"
"min-pxcor","max-pxcor","min-pycor","max-pycor"
"-16","16","-16","16"
"[run number]","within-group.contact","infection-length","group-size","rnot","age-repro","virulence","immunity-barrier","clan-number","between-group.contact","survival","fertility","frequency_transmission","fission","[step]","abundance","sealed","open","protected","nonprot","locked","count hyenas with [disease = ""infected""]","count hyenas with [disease = ""infected"" AND age > age-repro]","count hyenas with [disease = ""infected"" AND age <= age-repro]","count hyenas with [disease = ""recovered"" AND age > age-repro]","count hyenas with [disease = ""recovered"" AND age <= age-repro]","count hyenas with [disease = ""susceptible"" AND age > age-repro]","count hyenas with [disease = ""susceptible"" AND age <= age-repro]"
"2","0.1","10","50","10","104","0.1","52","20","0.01","0.9","0.05","true","false","77","821","10","0","9.376244588744589","0","0.06786455282248108","0","0","0","238","155","0","428"
"1","0.1","10","50","10","104","0.1","1","20","0.01","0.9","0.05","true","false","98","739","0","0","0","0","0","70","0","70","270","245","0","154"
"1","0.1","10","50","10","104","0.1","1","20","0.01","0.9","0.05","true","false","99","743","0","0","0","0","0","87","0","87","272","243","0","141"
"2","0.1","10","50","10","104","0.1","52","20","0.01","0.9","0.05","true","false","78","827","8","0","7.439880952380952","0","0.07849795005519108","0","0","0","239","153","0","435"
"1","0.1","10","50","10","104","0.1","1","20","0.01","0.9","0.05","true","false","100","749","0","0","0","0","0","95","0","95","274","240","0","140"
"2","0.1","10","50","10","104","0.1","52","20","0.01","0.9","0.05","true","false","79","830","8","0","7.4457219251336895","0","0.07909700311518765","0","0","0","241","151","0","438"
"1","0.1","10","50","10","104","0.1","1","20","0.01","0.9","0.05","true","false","101","756","0","0","0","0","0","108","0","108","282","235","0","131"
"2","0.1","10","50","10","104","0.1","52","20","0.01","0.9","0.05","true","false","80","839","8","0","7.449509803921569","0","0.07869839989920238","0","0","0","241","150","0","448"
"1","0.1","10","50","10","104","0.1","1","20","0.01","0.9","0.05","true","false","102","755","0","0","0","0","0","113","0","113","283","240","0","119"
"2","0.1","10","50","10","104","0.1","52","20","0.01","0.9","0.05","true","false","81","842","7","0","6.491484962406015","0","0.08388763392759821","0","0","0","244","146","0","452"
"1","0.1","10","50","10","104","0.1","1","20","0.01","0.9","0.05","true","false","103","758","0","0","0","0","0","115","0","115","286","241","0","116"
"2","0.1","10","50","10","104","0.1","52","20","0.01","0.9","0.05","true","false","82","846","6","0","5.508604656437473","0","0.09588049624835406","0","0","0","248","141","0","457"
"1","0.1","10","50","10","104","0.1","1","20","0.01","0.9","0.05","true","false","104","761","0","0","0","0","0","119","0","119","290","242","0","110"
"2","0.1","10","50","10","104","0.1","52","20","0.01","0.9","0.05","true","false","83","857","6","0","5.557014449034909","0","0.08981100786890744","0","0","0","247","141","0","469"
"1","0.1","10","50","10","104","0.1","1","20","0.01","0.9","0.05","true","false","105","756","0","0","0","0","0","114","0","114","292","243","0","107"
"1","0.1","10","50","10","104","0.1","1","20","0.01","0.9","0.05","true","false","106","756","0","0","0","0","0","106","0","106","295","249","0","106"
"2","0.1","10","50","10","104","0.1","52","20","0.01","0.9","0.05","true","false","84","862","6","0","5.563760683760684","0","0.08767505401803727","0","0","0","250","138","0","474"
"2","0.1","10","50","10","104","0.1","52","20","0.01","0.9","0.05","true","false","85","867","4","0","3.6977777777777776","0","0.09747431906006487","0","0","0","253","135","0","479"
"1","0.1","10","50","10","104","0.1","1","20","0.01","0.9","0.05","true","false","107","756","0","0","0","0","0","110","0","110","295","249","0","102"
"1","0.1","10","50","10","104","0.1","1","20","0.01","0.9","0.05","true","false","108","754","0","0","0","0","0","113","0","113","296","251","0","94"
"2","0.1","10","50","10","104","0.1","52","20","0.01","0.9","0.05","true","false","86","876","4","0","3.7980769230769234","0","0.07484934899578545","0","0","0","255","133","0","488"
"1","0.1","10","50","10","104","0.1","1","20","0.01","0.9","0.05","true","false","109","758","0","0","0","0","0","103","0","103","297","259","0","99"
"2","0.1","10","50","10","104","0.1","52","20","0.01","0.9","0.05","true","false","87","880","3","0","2.7980769230769234","0","0.09225747530628746","0","0","0","256","132","0","492"
"1","0.1","10","50","10","104","0.1","1","20","0.01","0.9","0.05","true","false","110","759","0","0","0","0","0","98","0","98","298","268","0","95"
"1","0.1","10","50","10","104","0.1","1","20","0.01","0.9","0.05","true","false","111","764","0","0","0","0","0","93","0","93","298","275","0","98"
"2","0.1","10","50","10","104","0.1","52","20","0.01","0.9","0.05","true","false","88","891","3","0","2.861904761904762","0","0.07678423780050851","0","0","0","258","130","0","503"
"1","0.1","10","50","10","104","0.1","1","20","0.01","0.9","0.05","true","false","112","780","0","0","0","0","0","96","0","96","301","276","0","107"
"2","0.1","10","50","10","104","0.1","52","20","0.01","0.9","0.05","true","false","89","898","3","0","2.898850574712644","0","0.059311221029288284","0","0","0","260","127","0","511"
"1","0.1","10","50","10","104","0.1","1","20","0.01","0.9","0.05","true","false","113","781","0","0","0","0","0","98","0","98","304","276","0","103"
"2","0.1","10","50","10","104","0.1","52","20","0.01","0.9","0.05","true","false","90","902","3","0","2.8988505747126436","0","0.053486882105548195","0","0","0","262","125","0","515"
"1","0.1","10","50","10","104","0.1","1","20","0.01","0.9","0.05","true","false","114","779","0","0","0","0","0","99","0","99","306","284","0","90"
"2","0.1","10","50","10","104","0.1","52","20","0.01","0.9","0.05","true","false","91","903","3","0","2.9333333333333336","0","0.04005118292407162","0","0","0","268","118","0","517"
"1","0.1","10","50","10","104","0.1","1","20","0.01","0.9","0.05","true","false","115","781","0","0","0","0","0","96","0","96","309","287","0","89"
"2","0.1","10","50","10","104","0.1","52","20","0.01","0.9","0.05","true","false","92","913","2","0","1.9333333333333333","0","0.05335892479536915","0","0","0","272","114","0","527"
"1","0.1","10","50","10","104","0.1","1","20","0.01","0.9","0.05","true","false","116","786","0","0","0","0","0","95","0","95","313","285","0","93"
"1","0.1","10","50","10","104","0.1","1","20","0.01","0.9","0.05","true","false","117","790","0","0","0","0","0","90","0","90","317","287","0","96"
"2","0.1","10","50","10","104","0.1","52","20","0.01","0.9","0.05","true","false","93","920","1","0","1","0","0.05335892479536915","0","0","0","275","109","0","536"
"1","0.1","10","50","10","104","0.1","1","20","0.01","0.9","0.05","true","false","118","792","0","0","0","0","0","81","0","81","318","296","0","97"
"2","0.1","10","50","10","104","0.1","52","20","0.01","0.9","0.05","true","false","94","922","1","0","1","0","0.05335892479536915","0","0","0","278","105","0","539"
"1","0.1","10","50","10","104","0.1","1","20","0.01","0.9","0.05","true","false","119","794","0","0","0","0","0","82","0","82","323","293","0","96"
"2","0.1","10","50","10","104","0.1","52","20","0.01","0.9","0.05","true","false","95","925","1","0","1","0","0.05335892479536915","0","0","0","283","99","0","543"
"1","0.1","10","50","10","104","0.1","1","20","0.01","0.9","0.05","true","false","120","801","0","0","0","0","0","69","0","69","326","298","0","108"
"2","0.1","10","50","10","104","0.1","52","20","0.01","0.9","0.05","true","false","96","926","1","0","1","0","0.05335892479536915","0","0","0","282","98","0","546"
"1","0.1","10","50","10","104","0.1","1","20","0.01","0.9","0.05","true","false","121","797","0","0","0","0","0","61","0","61","325","301","0","110"
"2","0.1","10","50","10","104","0.1","52","20","0.01","0.9","0.05","true","false","97","934","1","0","1","0","0.05335892479536915","0","0","0","285","95","0","554"
"1","0.1","10","50","10","104","0.1","1","20","0.01","0.9","0.05","true","false","122","809","0","0","0","0","0","63","0","63","328","298","0","120"
"2","0.1","10","50","10","104","0.1","52","20","0.01","0.9","0.05","true","false","98","941","1","0","1","0","0.05335892479536915","0","0","0","288","92","0","561"
"1","0.1","10","50","10","104","0.1","1","20","0.01","0.9","0.05","true","false","123","819","0","0","0","0","0","62","0","62","331","297","0","129"
"2","0.1","10","50","10","104","0.1","52","20","0.01","0.9","0.05","true","false","99","946","1","0","1","0","0.05335892479536915","0","0","0","289","89","0","568"
"1","0.1","10","50","10","104","0.1","1","20","0.01","0.9","0.05","true","false","124","827","0","0","0","0","0","62","0","62","332","301","0","132"
"2","0.1","10","50","10","104","0.1","52","20","0.01","0.9","0.05","true","false","100","950","1","0","1","0","0.05335892479536915","0","0","0","287","88","0","575"
"1","0.1","10","50","10","104","0.1","1","20","0.01","0.9","0.05","true","false","125","834","0","0","0","0","0","62","0","62","333","302","0","137"
"1","0.1","10","50","10","104","0.1","1","20","0.01","0.9","0.05","true","false","126","841","0","0","0","0","0","66","0","66","337","301","0","137"
"2","0.1","10","50","10","104","0.1","52","20","0.01","0.9","0.05","true","false","101","955","1","0","1","0","0.05335892479536915","0","0","0","289","86","0","580"
"1","0.1","10","50","10","104","0.1","1","20","0.01","0.9","0.05","true","false","127","844","0","0","0","0","0","68","0","68","337","304","0","135"
"2","0.1","10","50","10","104","0.1","52","20","0.01","0.9","0.05","true","false","102","962","1","0","1","0","0.05335892479536915","0","0","0","291","84","0","587"
"1","0.1","10","50","10","104","0.1","1","20","0.01","0.9","0.05","true","false","128","844","0","0","0","0","0","64","0","64","338","306","0","136"
"2","0.1","10","50","10","104","0.1","52","20","0.01","0.9","0.05","true","false","103","961","1","0","1","0","0.05335892479536915","0","0","0","294","80","0","587"
"1","0.1","10","50","10","104","0.1","1","20","0.01","0.9","0.05","true","false","129","857","0","0","0","0","0","67","0","67","340","306","0","144"
"2","0.1","10","50","10","104","0.1","52","20","0.01","0.9","0.05","true","false","104","963","1","0","1","0","0.05335892479536915","0","0","0","297","77","0","589"
"1","0.1","10","50","10","104","0.1","1","20","0.01","0.9","0.05","true","false","130","863","0","0","0","0","0","75","0","75","343","305","0","140"
"2","0.1","10","50","10","104","0.1","52","20","0.01","0.9","0.05","true","false","105","967","1","0","1","0","0.05335892479536915","0","0","0","302","71","0","594"
"1","0.1","10","50","10","104","0.1","1","20","0.01","0.9","0.05","true","false","131","864","0","0","0","0","0","77","0","77","345","309","0","133"
"2","0.1","10","50","10","104","0.1","52","20","0.01","0.9","0.05","true","false","106","975","1","0","1","0","0.05335892479536915","0","0","0","303","70","0","602"
"1","0.1","10","50","10","104","0.1","1","20","0.01","0.9","0.05","true","false","132","867","0","0","0","0","0","81","0","81","346","307","0","133"
"1","0.1","10","50","10","104","0.1","1","20","0.01","0.9","0.05","true","false","133","877","0","0","0","0","0","83","0","83","348","309","0","137"
"2","0.1","10","50","10","104","0.1","52","20","0.01","0.9","0.05","true","false","107","980","0","0","0","0","0.05335892479536915","0","0","0","308","65","0","607"
"1","0.1","10","50","10","104","0.1","1","20","0.01","0.9","0.05","true","false","134","881","0","0","0","0","0","91","0","91","351","304","0","135"
"2","0.1","10","50","10","104","0.1","52","20","0.01","0.9","0.05","true","false","108","986","0","0","0","0","0.05335892479536915","0","0","0","307","64","0","615"
"1","0.1","10","50","10","104","0.1","1","20","0.01","0.9","0.05","true","false","135","883","0","0","0","0","0","105","0","105","352","305","0","121"
"2","0.1","10","50","10","104","0.1","52","20","0.01","0.9","0.05","true","false","109","987","0","0","0","0","0.05335892479536915","0","0","0","306","63","0","618"
"1","0.1","10","50","10","104","0.1","1","20","0.01","0.9","0.05","true","false","136","889","0","0","0","0","0","112","0","112","354","308","0","115"
"2","0.1","10","50","10","104","0.1","52","20","0.01","0.9","0.05","true","false","110","994","0","0","0","0","0.05335892479536915","0","0","0","306","62","0","626"
"1","0.1","10","50","10","104","0.1","1","20","0.01","0.9","0.05","true","false","137","894","0","0","0","0","0","107","0","107","355","312","0","120"
"2","0.1","10","50","10","104","0.1","52","20","0.01","0.9","0.05","true","false","111","993","0","0","0","0","0.05335892479536915","0","0","0","307","59","0","627"
"1","0.1","10","50","10","104","0.1","1","20","0.01","0.9","0.05","true","false","138","895","0","0","0","0","0","107","0","107","356","313","0","119"
"2","0.1","10","50","10","104","0.1","52","20","0.01","0.9","0.05","true","false","112","1000","0","0","0","0","0.05335892479536915","0","0","0","308","58","0","634"
"1","0.1","10","50","10","104","0.1","1","20","0.01","0.9","0.05","true","false","139","900","0","0","0","0","0","101","0","101","358","318","0","123"
"1","0.1","10","50","10","104","0.1","1","20","0.01","0.9","0.05","true","false","140","900","0","0","0","0","0","102","0","102","361","321","0","116"
"2","0.1","10","50","10","104","0.1","52","20","0.01","0.9","0.05","true","false","113","1005","0","0","0","0","0.05335892479536915","0","0","0","310","54","0","641"
"1","0.1","10","50","10","104","0.1","1","20","0.01","0.9","0.05","true","false","141","898","0","0","0","0","0","99","0","99","363","324","0","112"
"2","0.1","10","50","10","104","0.1","52","20","0.01","0.9","0.05","true","false","114","1006","0","0","0","0","0.05335892479536915","0","0","0","314","48","0","644"
"1","0.1","10","50","10","104","0.1","1","20","0.01","0.9","0.05","true","false","142","897","0","0","0","0","0","94","0","94","366","323","0","114"
"2","0.1","10","50","10","104","0.1","52","20","0.01","0.9","0.05","true","false","115","1007","0","0","0","0","0.05335892479536915","0","0","0","318","43","0","646"
"1","0.1","10","50","10","104","0.1","1","20","0.01","0.9","0.05","true","false","143","899","0","0","0","0","0","98","0","98","367","322","0","112"
"2","0.1","10","50","10","104","0.1","52","20","0.01","0.9","0.05","true","false","116","1010","0","0","0","0","0.05335892479536915","0","0","0","320","41","0","649"
"1","0.1","10","50","10","104","0.1","1","20","0.01","0.9","0.05","true","false","144","902","0","0","0","0","0","97","0","97","369","326","0","110"
"2","0.1","10","50","10","104","0.1","52","20","0.01","0.9","0.05","true","false","117","1008","0","0","0","0","0.05335892479536915","0","0","0","321","38","0","649"
"1","0.1","10","50","10","104","0.1","1","20","0.01","0.9","0.05","true","false","145","909","0","0","0","0","0","89","0","89","371","337","0","112"
"1","0.1","10","50","10","104","0.1","1","20","0.01","0.9","0.05","true","false","146","904","0","0","0","0","0","82","0","82","373","343","0","106"
"2","0.1","10","50","10","104","0.1","52","20","0.01","0.9","0.05","true","false","118","1009","0","0","0","0","0.05335892479536915","0","0","0","324","34","0","651"
"1","0.1","10","50","10","104","0.1","1","20","0.01","0.9","0.05","true","false","147","909","0","0","0","0","0","83","0","83","375","348","0","103"
"2","0.1","10","50","10","104","0.1","52","20","0.01","0.9","0.05","true","false","119","1009","0","0","0","0","0.05335892479536915","0","0","0","325","31","0","653"
"1","0.1","10","50","10","104","0.1","1","20","0.01","0.9","0.05","true","false","148","911","0","0","0","0","0","84","0","84","377","352","0","98"
"2","0.1","10","50","10","104","0.1","52","20","0.01","0.9","0.05","true","false","120","1013","0","0","0","0","0.05335892479536915","0","0","0","330","25","0","658"
"2","0.1","10","50","10","104","0.1","52","20","0.01","0.9","0.05","true","false","121","1021","0","0","0","0","0.05335892479536915","0","0","0","331","22","1","667"
"1","0.1","10","50","10","104","0.1","1","20","0.01","0.9","0.05","true","false","149","912","0","0","0","0","0","82","0","82","377","352","0","101"
"1","0.1","10","50","10","104","0.1","1","20","0.01","0.9","0.05","true","false","150","922","0","0","0","0","0","80","0","80","377","357","0","108"
"1","0.1","10","50","10","104","0.1","1","20","0.01","0.9","0.05","true","false","151","923","0","0","0","0","0","80","0","80","378","360","0","105"
"2","0.1","10","50","10","104","0.1","52","20","0.01","0.9","0.05","true","false","122","1019","0","0","0","0","0.05335892479536915","0","0","0","336","17","1","665"
"1","0.1","10","50","10","104","0.1","1","20","0.01","0.9","0.05","true","false","152","932","0","0","0","0","0","79","0","79","383","358","0","112"
"2","0.1","10","50","10","104","0.1","52","20","0.01","0.9","0.05","true","false","123","1022","0","0","0","0","0.05335892479536915","0","0","0","337","16","1","668"
"1","0.1","10","50","10","104","0.1","1","20","0.01","0.9","0.05","true","false","153","933","0","0","0","0","0","78","0","78","384","365","0","106"
"2","0.1","10","50","10","104","0.1","52","20","0.01","0.9","0.05","true","false","124","1024","0","0","0","0","0.05335892479536915","0","0","0","338","15","2","669"
"1","0.1","10","50","10","104","0.1","1","20","0.01","0.9","0.05","true","false","154","929","0","0","0","0","0","72","0","72","385","366","0","106"
"2","0.1","10","50","10","104","0.1","52","20","0.01","0.9","0.05","true","false","125","1024","0","0","0","0","0.05335892479536915","0","0","0","338","14","4","668"
"1","0.1","10","50","10","104","0.1","1","20","0.01","0.9","0.05","true","false","155","928","0","0","0","0","0","70","0","70","389","359","0","110"
"2","0.1","10","50","10","104","0.1","52","20","0.01","0.9","0.05","true","false","126","1025","0","0","0","0","0.05335892479536915","0","0","0","339","12","5","669"
"1","0.1","10","50","10","104","0.1","1","20","0.01","0.9","0.05","true","false","156","929","0","0","0","0","0","75","0","75","388","362","0","104"
"2","0.1","10","50","10","104","0.1","52","20","0.01","0.9","0.05","true","false","127","1028","0","0","0","0","0.05335892479536915","0","0","0","340","11","6","671"
"1","0.1","10","50","10","104","0.1","1","20","0.01","0.9","0.05","true","false","157","928","0","0","0","0","0","65","0","65","388","366","0","109"
"2","0.1","10","50","10","104","0.1","52","20","0.01","0.9","0.05","true","false","128","1031","0","0","0","0","0.05335892479536915","0","0","0","341","10","8","672"
"1","0.1","10","50","10","104","0.1","1","20","0.01","0.9","0.05","true","false","158","934","0","0","0","0","0","64","0","64","390","363","0","117"
"2","0.1","10","50","10","104","0.1","52","20","0.01","0.9","0.05","true","false","129","1030","0","0","0","0","0.05335892479536915","0","0","0","341","9","10","670"
"1","0.1","10","50","10","104","0.1","1","20","0.01","0.9","0.05","true","false","159","935","0","0","0","0","0","63","0","63","395","366","0","111"
"1","0.1","10","50","10","104","0.1","1","20","0.01","0.9","0.05","true","false","160","938","0","0","0","0","0","66","0","66","401","362","0","109"
"2","0.1","10","50","10","104","0.1","52","20","0.01","0.9","0.05","true","false","130","1030","0","0","0","0","0.05335892479536915","0","0","0","340","8","19","663"
"1","0.1","10","50","10","104","0.1","1","20","0.01","0.9","0.05","true","false","161","936","0","0","0","0","0","65","0","65","401","367","0","103"
"2","0.1","10","50","10","104","0.1","52","20","0.01","0.9","0.05","true","false","131","1033","0","0","0","0","0.05335892479536915","0","0","0","341","7","25","660"
"1","0.1","10","50","10","104","0.1","1","20","0.01","0.9","0.05","true","false","162","936","0","0","0","0","0","62","0","62","401","368","0","105"
"2","0.1","10","50","10","104","0.1","52","20","0.01","0.9","0.05","true","false","132","1031","0","0","0","0","0.05335892479536915","0","0","0","339","7","26","659"
"1","0.1","10","50","10","104","0.1","1","20","0.01","0.9","0.05","true","false","163","936","0","0","0","0","0","56","0","56","403","369","0","108"
"2","0.1","10","50","10","104","0.1","52","20","0.01","0.9","0.05","true","false","133","1032","0","0","0","0","0.05335892479536915","0","0","0","339","7","32","654"
"1","0.1","10","50","10","104","0.1","1","20","0.01","0.9","0.05","true","false","164","942","0","0","0","0","0","56","0","56","411","364","0","111"
"2","0.1","10","50","10","104","0.1","52","20","0.01","0.9","0.05","true","false","134","1033","0","0","0","0","0.05335892479536915","0","0","0","338","7","38","650"
"1","0.1","10","50","10","104","0.1","1","20","0.01","0.9","0.05","true","false","165","946","0","0","0","0","0","58","0","58","413","362","0","113"
"1","0.1","10","50","10","104","0.1","1","20","0.01","0.9","0.05","true","false","166","950","0","0","0","0","0","60","0","60","415","363","0","112"
"2","0.1","10","50","10","104","0.1","52","20","0.01","0.9","0.05","true","false","135","1033","0","0","0","0","0.05335892479536915","0","0","0","338","7","40","648"
"1","0.1","10","50","10","104","0.1","1","20","0.01","0.9","0.05","true","false","167","962","0","0","0","0","0","63","0","63","415","362","0","122"
"2","0.1","10","50","10","104","0.1","52","20","0.01","0.9","0.05","true","false","136","1038","0","0","0","0","0.05335892479536915","0","0","0","338","7","46","647"
"1","0.1","10","50","10","104","0.1","1","20","0.01","0.9","0.05","true","false","168","957","0","0","0","0","0","60","0","60","421","359","0","117"
"2","0.1","10","50","10","104","0.1","52","20","0.01","0.9","0.05","true","false","137","1041","0","0","0","0","0.05335892479536915","0","0","0","338","7","52","644"
"1","0.1","10","50","10","104","0.1","1","20","0.01","0.9","0.05","true","false","169","952","0","0","0","0","0","56","0","56","419","365","0","112"
"2","0.1","10","50","10","104","0.1","52","20","0.01","0.9","0.05","true","false","138","1042","0","0","0","0","0.05335892479536915","0","0","0","340","5","62","635"
"1","0.1","10","50","10","104","0.1","1","20","0.01","0.9","0.05","true","false","170","959","0","0","0","0","0","64","0","64","423","361","0","111"
"1","0.1","10","50","10","104","0.1","1","20","0.01","0.9","0.05","true","false","171","953","0","0","0","0","0","57","0","57","425","361","0","110"
"2","0.1","10","50","10","104","0.1","52","20","0.01","0.9","0.05","true","false","139","1043","0","0","0","0","0.05335892479536915","0","0","0","341","3","67","632"
"1","0.1","10","50","10","104","0.1","1","20","0.01","0.9","0.05","true","false","172","957","0","0","0","0","0","63","0","63","426","359","0","109"
"2","0.1","10","50","10","104","0.1","52","20","0.01","0.9","0.05","true","false","140","1046","0","0","0","0","0.05335892479536915","0","0","0","340","3","73","630"
"1","0.1","10","50","10","104","0.1","1","20","0.01","0.9","0.05","true","false","173","963","0","0","0","0","0","60","0","60","428","359","0","116"
"2","0.1","10","50","10","104","0.1","52","20","0.01","0.9","0.05","true","false","141","1053","0","0","0","0","0.05335892479536915","0","0","0","341","2","82","628"
"1","0.1","10","50","10","104","0.1","1","20","0.01","0.9","0.05","true","false","174","969","0","0","0","0","0","61","0","61","430","361","0","117"
"2","0.1","10","50","10","104","0.1","52","20","0.01","0.9","0.05","true","false","142","1058","0","0","0","0","0.05335892479536915","0","0","0","341","2","86","629"
"1","0.1","10","50","10","104","0.1","1","20","0.01","0.9","0.05","true","false","175","969","0","0","0","0","0","65","0","65","428","363","0","113"
"2","0.1","10","50","10","104","0.1","52","20","0.01","0.9","0.05","true","false","143","1059","0","0","0","0","0.05335892479536915","0","0","0","341","2","90","626"
"1","0.1","10","50","10","104","0.1","1","20","0.01","0.9","0.05","true","false","176","970","0","0","0","0","0","68","0","68","428","366","0","108"
"2","0.1","10","50","10","104","0.1","52","20","0.01","0.9","0.05","true","false","144","1060","0","0","0","0","0.05335892479536915","0","0","0","341","1","96","622"
"1","0.1","10","50","10","104","0.1","1","20","0.01","0.9","0.05","true","false","177","979","0","0","0","0","0","71","0","71","430","364","0","114"
"2","0.1","10","50","10","104","0.1","52","20","0.01","0.9","0.05","true","false","145","1057","0","0","0","0","0.05335892479536915","0","0","0","340","1","104","612"
"1","0.1","10","50","10","104","0.1","1","20","0.01","0.9","0.05","true","false","178","993","0","0","0","0","0","76","0","76","429","365","0","123"
"2","0.1","10","50","10","104","0.1","52","20","0.01","0.9","0.05","true","false","146","1056","0","0","0","0","0.05335892479536915","0","0","0","339","0","109","608"
"1","0.1","10","50","10","104","0.1","1","20","0.01","0.9","0.05","true","false","179","994","0","0","0","0","0","77","0","77","429","369","0","119"
"1","0.1","10","50","10","104","0.1","1","20","0.01","0.9","0.05","true","false","180","989","0","0","0","0","0","75","0","75","432","371","0","111"
"2","0.1","10","50","10","104","0.1","52","20","0.01","0.9","0.05","true","false","147","1056","0","0","0","0","0.05335892479536915","0","0","0","339","0","115","602"
"1","0.1","10","50","10","104","0.1","1","20","0.01","0.9","0.05","true","false","181","989","0","0","0","0","0","66","0","66","434","373","0","116"
"2","0.1","10","50","10","104","0.1","52","20","0.01","0.9","0.05","true","false","148","1057","0","0","0","0","0.05335892479536915","0","0","0","338","0","123","596"
"1","0.1","10","50","10","104","0.1","1","20","0.01","0.9","0.05","true","false","182","991","0","0","0","0","0","64","0","64","438","372","0","117"
"2","0.1","10","50","10","104","0.1","52","20","0.01","0.9","0.05","true","false","149","1061","0","0","0","0","0.05335892479536915","0","0","0","337","0","130","594"
"1","0.1","10","50","10","104","0.1","1","20","0.01","0.9","0.05","true","false","183","995","0","0","0","0","0","65","0","65","440","370","0","120"
"2","0.1","10","50","10","104","0.1","52","20","0.01","0.9","0.05","true","false","150","1066","0","0","0","0","0.05335892479536915","0","0","0","335","0","135","596"
"1","0.1","10","50","10","104","0.1","1","20","0.01","0.9","0.05","true","false","184","995","0","0","0","0","0","58","0","58","440","375","0","122"
"2","0.1","10","50","10","104","0.1","52","20","0.01","0.9","0.05","true","false","151","1069","0","0","0","0","0.05335892479536915","0","0","0","335","0","141","593"
"1","0.1","10","50","10","104","0.1","1","20","0.01","0.9","0.05","true","false","185","1005","0","0","0","0","0","60","0","60","441","377","0","127"
"2","0.1","10","50","10","104","0.1","52","20","0.01","0.9","0.05","true","false","152","1069","0","0","0","0","0.05335892479536915","0","0","0","335","0","149","585"
"1","0.1","10","50","10","104","0.1","1","20","0.01","0.9","0.05","true","false","186","1004","0","0","0","0","0","57","0","57","443","377","0","127"
"2","0.1","10","50","10","104","0.1","52","20","0.01","0.9","0.05","true","false","153","1069","0","0","0","0","0.05335892479536915","0","0","0","334","0","155","580"
"1","0.1","10","50","10","104","0.1","1","20","0.01","0.9","0.05","true","false","187","1000","0","0","0","0","0","52","0","52","443","378","0","127"
"2","0.1","10","50","10","104","0.1","52","20","0.01","0.9","0.05","true","false","154","1069","0","0","0","0","0.05335892479536915","0","0","0","332","0","164","573"
"1","0.1","10","50","10","104","0.1","1","20","0.01","0.9","0.05","true","false","188","1000","0","0","0","0","0","49","0","49","446","377","0","128"
"2","0.1","10","50","10","104","0.1","52","20","0.01","0.9","0.05","true","false","155","1075","0","0","0","0","0.05335892479536915","0","0","0","331","0","171","573"
"1","0.1","10","50","10","104","0.1","1","20","0.01","0.9","0.05","true","false","189","1007","0","0","0","0","0","52","0","52","446","380","0","129"
"2","0.1","10","50","10","104","0.1","52","20","0.01","0.9","0.05","true","false","156","1080","0","0","0","0","0.05335892479536915","0","0","0","331","0","175","574"
"1","0.1","10","50","10","104","0.1","1","20","0.01","0.9","0.05","true","false","190","1004","0","0","0","0","0","53","0","53","448","381","0","122"
"1","0.1","10","50","10","104","0.1","1","20","0.01","0.9","0.05","true","false","191","1000","0","0","0","0","0","51","0","51","449","381","0","119"
"2","0.1","10","50","10","104","0.1","52","20","0.01","0.9","0.05","true","false","157","1076","0","0","0","0","0.05335892479536915","0","0","0","328","0","182","566"
"1","0.1","10","50","10","104","0.1","1","20","0.01","0.9","0.05","true","false","192","999","0","0","0","0","0","47","0","47","453","379","0","120"
"2","0.1","10","50","10","104","0.1","52","20","0.01","0.9","0.05","true","false","158","1080","0","0","0","0","0.05335892479536915","0","0","0","327","0","190","563"
"1","0.1","10","50","10","104","0.1","1","20","0.01","0.9","0.05","true","false","193","1002","0","0","0","0","0","45","0","45","456","379","0","122"
"2","0.1","10","50","10","104","0.1","52","20","0.01","0.9","0.05","true","false","159","1076","0","0","0","0","0.05335892479536915","0","0","0","325","0","198","553"
"1","0.1","10","50","10","104","0.1","1","20","0.01","0.9","0.05","true","false","194","1001","0","0","0","0","0","43","0","43","460","373","0","125"
"2","0.1","10","50","10","104","0.1","52","20","0.01","0.9","0.05","true","false","160","1074","0","0","0","0","0.05335892479536915","0","0","0","325","0","209","540"
"1","0.1","10","50","10","104","0.1","1","20","0.01","0.9","0.05","true","false","195","1004","0","0","0","0","0","43","0","43","466","370","0","125"
"2","0.1","10","50","10","104","0.1","52","20","0.01","0.9","0.05","true","false","161","1076","0","0","0","0","0.05335892479536915","0","0","0","325","0","216","535"
"1","0.1","10","50","10","104","0.1","1","20","0.01","0.9","0.05","true","false","196","1007","0","0","0","0","0","47","0","47","473","364","0","123"
"2","0.1","10","50","10","104","0.1","52","20","0.01","0.9","0.05","true","false","162","1072","0","0","0","0","0.05335892479536915","0","0","0","324","0","219","529"
"1","0.1","10","50","10","104","0.1","1","20","0.01","0.9","0.05","true","false","197","1007","0","0","0","0","0","46","0","46","477","361","0","123"
"2","0.1","10","50","10","104","0.1","52","20","0.01","0.9","0.05","true","false","163","1071","0","0","0","0","0.05335892479536915","0","0","0","324","0","227","520"
"1","0.1","10","50","10","104","0.1","1","20","0.01","0.9","0.05","true","false","198","1010","0","0","0","0","0","47","0","47","480","361","0","122"
